ai_consolidation,ai_governance,net,ai_net,work_to_kingdom_bleed
0.0,0.7375,-0.0687403503702454,0.0,0.012677382143999999
0.0,0.75,-0.0687347810392856,0.0,0.012677382143999999
0.0,0.7625000000000001,-0.0687292117083258,0.0,0.012677382143999999
0.0,0.775,-0.068723642377366,0.0,0.012677382143999999
0.0,0.7875000000000001,-0.0687180730464062,0.0,0.012677382143999999
0.0,0.8,-0.0687125037154464,0.0,0.012677382143999999
0.0,0.8125,-0.0687069343844866,0.0,0.012677382143999999
0.0,0.8250000000000001,-0.06870136505352681,0.0,0.012677382143999999
0.0,0.8375,-0.06869579572256701,0.0,0.012677382143999999
0.0,0.8500000000000001,-0.06869022639160723,0.0,0.012677382143999999
0.0,0.8625,-0.06868465706064743,0.0,0.012677382143999999
0.0,0.875,-0.06867908772968763,0.0,0.012677382143999999
0.0,0.8875000000000001,-0.06867351839872783,0.0,0.012677382143999999
0.0,0.9,-0.06866794906776803,0.0,0.012677382143999999
0.0,0.9125000000000001,-0.06866237973680825,0.0,0.012677382143999999
0.0,0.925,-0.06865681040584845,0.0,0.012677382143999999
0.0,0.9375,-0.06865124107488865,0.0,0.012677382143999999
0.0,0.9500000000000001,-0.06864567174392885,0.0,0.012677382143999999
0.0,0.9625,-0.06864010241296906,0.0,0.012677382143999999
0.0,0.9750000000000001,-0.06863453308200926,0.0,0.012677382143999999
0.0,0.9875,-0.06862896375104946,0.0,0.012677382143999999
0.0,1.0,-0.06862339442008966,0.0,0.012677382143999999
0.0125,0.0,-0.07051187281718313,-0.0012720678240151688,0.01283188773888
0.0125,0.0125,-0.07049108809554272,-0.0012588676681462726,0.012830055460992
0.0125,0.025,-0.07047030337390231,-0.0012456675122773761,0.012828223183103999
0.0125,0.037500000000000006,-0.07044951865226191,-0.0012324673564084799,0.012826390905216001
0.0125,0.05,-0.07042873393062149,-0.0012192672005395836,0.012824558627327998
0.0125,0.0625,-0.0704079492089811,-0.0012060670446706874,0.01282272634944
0.0125,0.07500000000000001,-0.07038716448734067,-0.001192866888801791,0.012820894071552
0.0125,0.08750000000000001,-0.07036637976570029,-0.0011796667329328945,0.012819061793663999
0.0125,0.1,-0.07034559504405986,-0.0011664665770639983,0.012817229515776
0.0125,0.1125,-0.07032481032241947,-0.0011532664211951016,0.012815397237887998
0.0125,0.125,-0.07030402560077904,-0.0011400662653262054,0.01281356496
0.0125,0.1375,-0.07028324087913863,-0.0011268661094573093,0.012811732682112002
0.0125,0.15000000000000002,-0.07026245615749821,-0.0011136659535884129,0.012809900404223999
0.0125,0.1625,-0.07024167143585783,-0.0011004657977195164,0.012808068126336
0.0125,0.17500000000000002,-0.07022088671421742,-0.00108726564185062,0.012806235848447999
0.0125,0.1875,-0.070200101992577,-0.0010740654859817237,0.01280440357056
0.0125,0.2,-0.0701793172709366,-0.0010608653301128273,0.012802571292672
0.0125,0.21250000000000002,-0.07015853254929619,-0.001047665174243931,0.012800739014784
0.0125,0.225,-0.07013774782765578,-0.0010344650183750348,0.012798906736896001
0.0125,0.23750000000000002,-0.07011696310601537,-0.0010212648625061384,0.012797074459007999
0.0125,0.25,-0.07009617838437497,-0.001008064706637242,0.012795242181120001
0.0125,0.2625,-0.07007539366273455,-0.0009948645507683457,0.012793409903232
0.0125,0.275,-0.07005460894109417,-0.0009816643948994492,0.012791577625343999
0.0125,0.28750000000000003,-0.07003382421945374,-0.0009684642390305529,0.012789745347456
0.0125,0.30000000000000004,-0.07001303949781333,-0.0009552640831616566,0.012787913069568
0.0125,0.3125,-0.06999225477617294,-0.0009420639272927602,0.01278608079168
0.0125,0.325,-0.06997147005453253,-0.000928863771423864,0.012784248513792
0.0125,0.3375,-0.06995068533289212,-0.0009156636155549677,0.012782416235903997
0.0125,0.35000000000000003,-0.06992990061125169,-0.0009024634596860712,0.012780583958015998
0.0125,0.36250000000000004,-0.06990911588961128,-0.0008892633038171748,0.012778751680128
0.0125,0.375,-0.06988833116797087,-0.0008760631479482785,0.01277691940224
0.0125,0.3875,-0.06986754644633048,-0.0008628629920793822,0.012775087124352
0.0125,0.4,-0.06984676172469004,-0.000849662836210486,0.012773254846463999
0.0125,0.41250000000000003,-0.06982597700304966,-0.0008364626803415893,0.012771422568576
0.0125,0.42500000000000004,-0.06980519228140925,-0.0008232625244726931,0.012769590290688
0.0125,0.4375,-0.06978440755976885,-0.0008100623686037967,0.0127677580128
0.0125,0.45,-0.06976362283812843,-0.0007968622127349005,0.012765925734912
0.0125,0.4625,-0.06974283811648802,-0.0007836620568660041,0.012764093457023997
0.0125,0.47500000000000003,-0.0697220533948476,-0.0007704619009971076,0.012762261179136
0.0125,0.48750000000000004,-0.0697012686732072,-0.0007572617451282114,0.012760428901248
0.0125,0.5,-0.06968048395156681,-0.000744061589259315,0.012758596623359998
0.0125,0.5125000000000001,-0.06965969922992639,-0.0007308614333904186,0.012756764345472
0.0125,0.525,-0.06963891450828599,-0.0007176612775215224,0.012754932067583998
0.0125,0.5375,-0.06961812978664557,-0.0007044611216526261,0.012753099789695998
0.0125,0.55,-0.06959734506500517,-0.0006912609657837296,0.012751267511808
0.0125,0.5625,-0.06957656034336476,-0.0006780608099148334,0.01274943523392
0.0125,0.5750000000000001,-0.06955577562172435,-0.000664860654045937,0.012747602956032
0.0125,0.5875,-0.06953499090008393,-0.0006516604981770407,0.012745770678144
0.0125,0.6000000000000001,-0.06951420617844353,-0.0006384603423081442,0.012743938400256
0.0125,0.6125,-0.06949342145680312,-0.0006252601864392478,0.012742106122368
0.0125,0.625,-0.06947263673516271,-0.0006120600305703515,0.01274027384448
0.0125,0.6375000000000001,-0.0694518520135223,-0.0005988598747014552,0.012738441566592
0.0125,0.65,-0.0694310672918819,-0.0005856597188325589,0.012736609288704001
0.0125,0.6625000000000001,-0.06941028257024148,-0.0005724595629636625,0.012734777010816
0.0125,0.675,-0.06938949784860107,-0.0005592594070947661,0.012732944732928
0.0125,0.6875,-0.06936871312696068,-0.0005460592512258697,0.012731112455039998
0.0125,0.7000000000000001,-0.06934792840532025,-0.0005328590953569735,0.012729280177152
0.0125,0.7125,-0.06932714368367987,-0.0005196589394880771,0.012727447899264001
0.0125,0.7250000000000001,-0.06930635896203946,-0.0005064587836191807,0.012725615621376
0.0125,0.7375,-0.06928557424039905,-0.0004932586277502845,0.012723783343488
0.0125,0.75,-0.06926478951875863,-0.00048005847188138813,0.012721951065599998
0.0125,0.7625000000000001,-0.06924400479711823,-0.00046685831601249174,0.012720118787711999
0.0125,0.775,-0.06922322007547782,-0.00045365816014359545,0.012718286509824001
0.0125,0.7875000000000001,-0.0692024353538374,-0.00044045800427469894,0.012716454231935998
0.0125,0.8,-0.069181650632197,-0.0004272578484058027,0.012714621954048
0.0125,0.8125,-0.06916086591055658,-0.00041405769253690636,0.012712789676159998
0.0125,0.8250000000000001,-0.06914008118891617,-0.0004008575366680099,0.012710957398271999
0.0125,0.8375,-0.06911929646727577,-0.00038765738079911367,0.012709125120384
0.0125,0.8500000000000001,-0.06909851174563536,-0.00037445722493021727,0.012707292842495999
0.0125,0.8625,-0.06907772702399495,-0.0003612570690613209,0.012705460564608
0.0125,0.875,-0.06905694230235457,-0.00034805691319242464,0.012703628286719996
0.0125,0.8875000000000001,-0.06903615758071413,-0.00033485675732352824,0.012701796008831999
0.0125,0.9,-0.06901537285907375,-0.00032165660145463195,0.012699963730944001
0.0125,0.9125000000000001,-0.06899458813743332,-0.00030845644558573555,0.012698131453055999
0.0125,0.925,-0.06897380341579293,-0.0002952562897168392,0.012696299175168001
0.0125,0.9375,-0.06895301869415252,-0.0002820561338479429,0.012694466897280002
0.0125,0.9500000000000001,-0.06893223397251211,-0.00026885597797904646,0.012692634619391999
0.0125,0.9625,-0.0689114492508717,-0.00025565582211015017,0.012690802341504
0.0125,0.9750000000000001,-0.06889066452923127,-0.00024245566624125374,0.012688970063615999
0.0125,0.9875,-0.06886987980759088,-0.00022925551037235748,0.012687137785728
0.0125,1.0,-0.06884909508595047,-0.00021605535450346116,0.01268530550784
0.025,0.0,-0.0719548047374929,-0.0025441356480303376,0.012986393333760001
0.025,0.0125,-0.07191880462517186,-0.002517735336292545,0.012982728777984
0.025,0.025,-0.07188280451285084,-0.0024913350245547522,0.012979064222207997
0.025,0.037500000000000006,-0.07184680440052985,-0.0024649347128169598,0.012975399666432
0.025,0.05,-0.07181080428820882,-0.0024385344010791673,0.012971735110656
0.025,0.0625,-0.07177480417588779,-0.002412134089341375,0.012968070554879998
0.025,0.07500000000000001,-0.07173880406356675,-0.002385733777603582,0.012964405999103997
0.025,0.08750000000000001,-0.07170280395124573,-0.002359333465865789,0.012960741443327999
0.025,0.1,-0.07166680383892472,-0.0023329331541279965,0.012957076887552
0.025,0.1125,-0.0716308037266037,-0.002306532842390203,0.012953412331776
0.025,0.125,-0.07159480361428268,-0.0022801325306524107,0.012949747776
0.025,0.1375,-0.07155880350196167,-0.0022537322189146187,0.012946083220223998
0.025,0.15000000000000002,-0.07152280338964065,-0.0022273319071768258,0.012942418664447997
0.025,0.1625,-0.07148680327731961,-0.002200931595439033,0.012938754108671999
0.025,0.17500000000000002,-0.07145080316499862,-0.00217453128370124,0.012935089552896
0.025,0.1875,-0.07141480305267758,-0.0021481309719634475,0.01293142499712
0.025,0.2,-0.07137880294035655,-0.0021217306602256546,0.012927760441344
0.025,0.21250000000000002,-0.07134280282803553,-0.002095330348487862,0.012924095885567997
0.025,0.225,-0.07130680271571452,-0.0020689300367500696,0.012920431329792
0.025,0.23750000000000002,-0.0712708026033935,-0.0020425297250122767,0.012916766774015999
0.025,0.25,-0.07123480249107247,-0.002016129413274484,0.012913102218239998
0.025,0.2625,-0.07119880237875147,-0.0019897291015366914,0.012909437662464
0.025,0.275,-0.07116280226643043,-0.0019633287897988985,0.012905773106688001
0.025,0.28750000000000003,-0.07112680215410942,-0.0019369284780611058,0.012902108550912
0.025,0.30000000000000004,-0.07109080204178839,-0.0019105281663233133,0.012898443995136
0.025,0.3125,-0.07105480192946736,-0.0018841278545855204,0.012894779439359998
0.025,0.325,-0.07101880181714636,-0.001857727542847728,0.012891114883583998
0.025,0.3375,-0.07098280170482535,-0.0018313272311099354,0.012887450327808001
0.025,0.35000000000000003,-0.07094680159250431,-0.0018049269193721423,0.012883785772032
0.025,0.36250000000000004,-0.07091080148018332,-0.0017785266076343496,0.012880121216256
0.025,0.375,-0.07087480136786228,-0.001752126295896557,0.01287645666048
0.025,0.3875,-0.07083880125554125,-0.0017257259841587645,0.012872792104704002
0.025,0.4,-0.07080280114322023,-0.001699325672420972,0.012869127548928001
0.025,0.41250000000000003,-0.07076680103089922,-0.0016729253606831787,0.012865462993152001
0.025,0.42500000000000004,-0.07073080091857818,-0.0016465250489453862,0.012861798437375999
0.025,0.4375,-0.07069480080625717,-0.0016201247372075935,0.0128581338816
0.025,0.45,-0.07065880069393615,-0.001593724425469801,0.012854469325824002
0.025,0.4625,-0.07062280058161513,-0.0015673241137320081,0.012850804770048001
0.025,0.47500000000000003,-0.07058680046929412,-0.0015409238019942152,0.012847140214272001
0.025,0.48750000000000004,-0.0705508003569731,-0.0015145234902564227,0.012843475658496
0.025,0.5,-0.07051480024465206,-0.00148812317851863,0.012839811102719997
0.025,0.5125000000000001,-0.07047880013233104,-0.0014617228667808371,0.012836146546943998
0.025,0.525,-0.07044280002001002,-0.0014353225550430449,0.012832481991168
0.025,0.5375,-0.07040679990768899,-0.0014089222433052522,0.012828817435391998
0.025,0.55,-0.07037079979536798,-0.0013825219315674593,0.012825152879615997
0.025,0.5625,-0.07033479968304697,-0.0013561216198296668,0.01282148832384
0.025,0.5750000000000001,-0.07029879957072593,-0.001329721308091874,0.012817823768063999
0.025,0.5875,-0.07026279945840494,-0.0013033209963540814,0.012814159212288
0.025,0.6000000000000001,-0.07022679934608392,-0.0012769206846162883,0.012810494656512
0.025,0.6125,-0.07019079923376288,-0.0012505203728784956,0.012806830100736
0.025,0.625,-0.07015479912144187,-0.001224120061140703,0.01280316554496
0.025,0.6375000000000001,-0.07011879900912085,-0.0011977197494029105,0.012799500989184
0.025,0.65,-0.07008279889679982,-0.0011713194376651178,0.012795836433407998
0.025,0.6625000000000001,-0.07004679878447881,-0.001144919125927325,0.012792171877631998
0.025,0.675,-0.07001079867215779,-0.0011185188141895322,0.012788507321856
0.025,0.6875,-0.06997479855983674,-0.0010921185024517395,0.01278484276608
0.025,0.7000000000000001,-0.06993879844751574,-0.001065718190713947,0.012781178210304
0.025,0.7125,-0.06990279833519474,-0.0010393178789761541,0.012777513654528
0.025,0.7250000000000001,-0.0698667982228737,-0.0010129175672383614,0.012773849098751998
0.025,0.7375,-0.06983079811055268,-0.000986517255500569,0.012770184542976001
0.025,0.75,-0.06979479799823167,-0.0009601169437627763,0.0127665199872
0.025,0.7625000000000001,-0.06975879788591063,-0.0009337166320249835,0.012762855431423999
0.025,0.775,-0.06972279777358963,-0.0009073163202871909,0.012759190875647999
0.025,0.7875000000000001,-0.0696867976612686,-0.0008809160085493979,0.012755526319871998
0.025,0.8,-0.06965079754894757,-0.0008545156968116054,0.012751861764096002
0.025,0.8125,-0.06961479743662657,-0.0008281153850738127,0.012748197208320001
0.025,0.8250000000000001,-0.06957879732430554,-0.0008017150733360198,0.012744532652543999
0.025,0.8375,-0.06954279721198452,-0.0007753147615982273,0.012740868096767999
0.025,0.8500000000000001,-0.0695067970996635,-0.0007489144498604345,0.012737203540992002
0.025,0.8625,-0.06947079698734247,-0.0007225141381226419,0.012733538985215998
0.025,0.875,-0.06943479687502145,-0.0006961138263848493,0.01272987442944
0.025,0.8875000000000001,-0.06939879676270044,-0.0006697135146470565,0.012726209873664
0.025,0.9,-0.0693627966503794,-0.0006433132029092639,0.012722545317887999
0.025,0.9125000000000001,-0.0693267965380584,-0.0006169128911714711,0.012718880762112
0.025,0.925,-0.06929079642573739,-0.0005905125794336784,0.012715216206336
0.025,0.9375,-0.06925479631341636,-0.0005641122676958858,0.012711551650559998
0.025,0.9500000000000001,-0.06921879620109535,-0.0005377119559580929,0.012707887094784
0.025,0.9625,-0.06918279608877431,-0.0005113116442203003,0.012704222539007999
0.025,0.9750000000000001,-0.06914679597645326,-0.0004849113324825075,0.012700557983232
0.025,0.9875,-0.06911079586413227,-0.00045851102074471496,0.012696893427456
0.025,1.0,-0.06907479575181125,-0.0004321107090069223,0.01269322887168
0.037500000000000006,0.0,-0.07339773665780264,-0.0038162034720455075,0.013140898928640002
0.037500000000000006,0.0125,-0.07334652115480103,-0.0037766030044388186,0.013135402094976
0.037500000000000006,0.025,-0.07329530565179938,-0.0037370025368321296,0.013129905261311997
0.037500000000000006,0.037500000000000006,-0.07324409014879776,-0.00369740206922544,0.013124408427648
0.037500000000000006,0.05,-0.0731928746457961,-0.003657801601618751,0.013118911593984
0.037500000000000006,0.0625,-0.07314165914279448,-0.0036182011340120624,0.01311341476032
0.037500000000000006,0.07500000000000001,-0.07309044363979283,-0.003578600666405373,0.013107917926656
0.037500000000000006,0.08750000000000001,-0.07303922813679123,-0.0035390001987986837,0.013102421092992
0.037500000000000006,0.1,-0.07298801263378958,-0.003499399731191995,0.013096924259327998
0.037500000000000006,0.1125,-0.07293679713078798,-0.0034597992635853054,0.013091427425664
0.037500000000000006,0.125,-0.07288558162778631,-0.0034201987959786174,0.013085930592
0.037500000000000006,0.1375,-0.07283436612478468,-0.003380598328371928,0.013080433758336
0.037500000000000006,0.15000000000000002,-0.07278315062178306,-0.0033409978607652387,0.013074936924672
0.037500000000000006,0.1625,-0.07273193511878143,-0.0033013973931585497,0.013069440091008001
0.037500000000000006,0.17500000000000002,-0.07268071961577979,-0.0032617969255518604,0.013063943257344
0.037500000000000006,0.1875,-0.07262950411277816,-0.003222196457945171,0.013058446423679999
0.037500000000000006,0.2,-0.07257828860977653,-0.003182595990338483,0.013052949590015999
0.037500000000000006,0.21250000000000002,-0.07252707310677489,-0.0031429955227317936,0.013047452756352
0.037500000000000006,0.225,-0.07247585760377326,-0.0031033950551251047,0.013041955922688002
0.037500000000000006,0.23750000000000002,-0.07242464210077162,-0.0030637945875184153,0.013036459089023998
0.037500000000000006,0.25,-0.07237342659777,-0.003024194119911726,0.013030962255359999
0.037500000000000006,0.2625,-0.07232221109476837,-0.0029845936523050375,0.013025465421696
0.037500000000000006,0.275,-0.07227099559176672,-0.002944993184698348,0.013019968588032
0.037500000000000006,0.28750000000000003,-0.0722197800887651,-0.002905392717091659,0.013014471754368
0.037500000000000006,0.30000000000000004,-0.07216856458576346,-0.0028657922494849707,0.013008974920704002
0.037500000000000006,0.3125,-0.07211734908276185,-0.0028261917818782813,0.013003478087039997
0.037500000000000006,0.325,-0.07206613357976022,-0.002786591314271592,0.012997981253376
0.037500000000000006,0.3375,-0.07201491807675857,-0.002746990846664903,0.012992484419712
0.037500000000000006,0.35000000000000003,-0.07196370257375692,-0.002707390379058214,0.012986987586047999
0.037500000000000006,0.36250000000000004,-0.0719124870707553,-0.0026677899114515248,0.012981490752384
0.037500000000000006,0.375,-0.07186127156775367,-0.002628189443844836,0.012975993918719998
0.037500000000000006,0.3875,-0.07181005606475205,-0.0025885889762381474,0.012970497085055998
0.037500000000000006,0.4,-0.0717588405617504,-0.002548988508631458,0.012965000251391998
0.037500000000000006,0.41250000000000003,-0.0717076250587488,-0.002509388041024768,0.012959503417728
0.037500000000000006,0.42500000000000004,-0.07165640955574712,-0.0024697875734180797,0.012954006584063999
0.037500000000000006,0.4375,-0.07160519405274551,-0.002430187105811391,0.012948509750400001
0.037500000000000006,0.45,-0.07155397854974387,-0.0023905866382047023,0.012943012916735998
0.037500000000000006,0.4625,-0.07150276304674225,-0.0023509861705980125,0.012937516083072
0.037500000000000006,0.47500000000000003,-0.07145154754374061,-0.002311385702991323,0.012932019249407999
0.037500000000000006,0.48750000000000004,-0.07140033204073899,-0.0022717852353846342,0.012926522415744001
0.037500000000000006,0.5,-0.07134911653773733,-0.0022321847677779453,0.01292102558208
0.037500000000000006,0.5125000000000001,-0.07129790103473573,-0.002192584300171256,0.012915528748416
0.037500000000000006,0.525,-0.07124668553173408,-0.0021529838325645674,0.012910031914751999
0.037500000000000006,0.5375,-0.07119547002873242,-0.0021133833649578785,0.012904535081087997
0.037500000000000006,0.55,-0.07114425452573081,-0.0020737828973511887,0.012899038247424
0.037500000000000006,0.5625,-0.07109303902272918,-0.0020341824297445002,0.012893541413759998
0.037500000000000006,0.5750000000000001,-0.07104182351972754,-0.0019945819621378113,0.012888044580096002
0.037500000000000006,0.5875,-0.0709906080167259,-0.001954981494531122,0.012882547746431997
0.037500000000000006,0.6000000000000001,-0.07093939251372428,-0.0019153810269244326,0.012877050912768
0.037500000000000006,0.6125,-0.07088817701072264,-0.0018757805593177439,0.012871554079103998
0.037500000000000006,0.625,-0.07083696150772102,-0.001836180091711055,0.01286605724544
0.037500000000000006,0.6375000000000001,-0.07078574600471937,-0.001796579624104366,0.012860560411776
0.037500000000000006,0.65,-0.07073453050171775,-0.0017569791564976767,0.012855063578112003
0.037500000000000006,0.6625000000000001,-0.0706833149987161,-0.0017173786888909877,0.012849566744447998
0.037500000000000006,0.675,-0.0706320994957145,-0.0016777782212842988,0.012844069910783996
0.037500000000000006,0.6875,-0.07058088399271284,-0.00163817775367761,0.01283857307712
0.037500000000000006,0.7000000000000001,-0.07052966848971122,-0.0015985772860709208,0.012833076243455999
0.037500000000000006,0.7125,-0.07047845298670957,-0.0015589768184642318,0.012827579409792001
0.037500000000000006,0.7250000000000001,-0.07042723748370795,-0.0015193763508575425,0.012822082576128
0.037500000000000006,0.7375,-0.0703760219807063,-0.0014797758832508535,0.012816585742463998
0.037500000000000006,0.75,-0.07032480647770468,-0.0014401754156441646,0.012811088908799999
0.037500000000000006,0.7625000000000001,-0.07027359097470305,-0.0014005749480374753,0.012805592075136
0.037500000000000006,0.775,-0.07022237547170143,-0.0013609744804307866,0.012800095241472
0.037500000000000006,0.7875000000000001,-0.07017115996869978,-0.001321374012824097,0.012794598407808
0.037500000000000006,0.8,-0.07011994446569815,-0.0012817735452174085,0.012789101574143999
0.037500000000000006,0.8125,-0.07006872896269653,-0.0012421730776107193,0.012783604740479999
0.037500000000000006,0.8250000000000001,-0.0700175134596949,-0.0012025726100040298,0.012778107906816
0.037500000000000006,0.8375,-0.06996629795669325,-0.0011629721423973413,0.012772611073152
0.037500000000000006,0.8500000000000001,-0.06991508245369163,-0.001123371674790652,0.012767114239488
0.037500000000000006,0.8625,-0.06986386695068998,-0.001083771207183963,0.012761617405824002
0.037500000000000006,0.875,-0.06981265144768836,-0.001044170739577274,0.01275612057216
0.037500000000000006,0.8875000000000001,-0.06976143594468673,-0.0010045702719705847,0.012750623738496
0.037500000000000006,0.9,-0.0697102204416851,-0.000964969804363896,0.012745126904831998
0.037500000000000006,0.9125000000000001,-0.06965900493868347,-0.0009253693367572068,0.012739630071168
0.037500000000000006,0.925,-0.06960778943568183,-0.0008857688691505178,0.012734133237504
0.037500000000000006,0.9375,-0.0695565739326802,-0.0008461684015438289,0.012728636403840001
0.037500000000000006,0.9500000000000001,-0.06950535842967856,-0.0008065679339371397,0.012723139570175998
0.037500000000000006,0.9625,-0.06945414292667691,-0.0007669674663304506,0.012717642736511998
0.037500000000000006,0.9750000000000001,-0.0694029274236753,-0.0007273669987237614,0.012712145902848
0.037500000000000006,0.9875,-0.06935171192067367,-0.0006877665311170727,0.012706649069184001
0.037500000000000006,1.0,-0.06930049641767204,-0.0006481660635103836,0.012701152235520001
0.05,0.0,-0.07484066857811242,-0.005088271296060675,0.013295404523520002
0.05,0.0125,-0.07477423768443014,-0.00503547067258509,0.013288075411968001
0.05,0.025,-0.0747078067907479,-0.0049826700491095045,0.013280746300415999
0.05,0.037500000000000006,-0.07464137589706567,-0.0049298694256339195,0.013273417188863998
0.05,0.05,-0.07457494500338341,-0.004877068802158335,0.013266088077311998
0.05,0.0625,-0.07450851410970116,-0.00482426817868275,0.013258758965759999
0.05,0.07500000000000001,-0.07444208321601894,-0.004771467555207164,0.013251429854207998
0.05,0.08750000000000001,-0.07437565232233669,-0.004718666931731578,0.013244100742656001
0.05,0.1,-0.07430922142865443,-0.004665866308255993,0.013236771631103999
0.05,0.1125,-0.07424279053497221,-0.004613065684780406,0.013229442519552
0.05,0.125,-0.07417635964128996,-0.0045602650613048214,0.013222113408
0.05,0.1375,-0.07410992874760772,-0.004507464437829237,0.013214784296447998
0.05,0.15000000000000002,-0.07404349785392547,-0.0044546638143536516,0.013207455184896
0.05,0.1625,-0.07397706696024321,-0.004401863190878066,0.013200126073344
0.05,0.17500000000000002,-0.07391063606656097,-0.00434906256740248,0.013192796961792002
0.05,0.1875,-0.07384420517287874,-0.004296261943926895,0.01318546785024
0.05,0.2,-0.07377777427919649,-0.004243461320451309,0.013178138738688
0.05,0.21250000000000002,-0.07371134338551424,-0.004190660696975724,0.013170809627136001
0.05,0.225,-0.07364491249183201,-0.004137860073500139,0.013163480515583999
0.05,0.23750000000000002,-0.07357848159814975,-0.0040850594500245535,0.013156151404032
0.05,0.25,-0.07351205070446751,-0.004032258826548968,0.013148822292480001
0.05,0.2625,-0.07344561981078526,-0.003979458203073383,0.013141493180927999
0.05,0.275,-0.07337918891710302,-0.003926657579597797,0.013134164069375998
0.05,0.28750000000000003,-0.07331275802342077,-0.0038738569561222115,0.013126834957824
0.05,0.30000000000000004,-0.07324632712973855,-0.0038210563326466266,0.013119505846271999
0.05,0.3125,-0.0731798962360563,-0.0037682557091710408,0.013112176734719998
0.05,0.325,-0.07311346534237402,-0.003715455085695456,0.013104847623168
0.05,0.3375,-0.07304703444869179,-0.003662654462219871,0.013097518511615999
0.05,0.35000000000000003,-0.07298060355500956,-0.0036098538387442846,0.013090189400064
0.05,0.36250000000000004,-0.0729141726613273,-0.0035570532152686993,0.013082860288511999
